"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","18.1","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","17.8","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","17.4","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","17.4","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","16.6","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","16.7","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","16.3","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","15.7","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","15.3","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","15.1","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.6","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.7","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.7","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.8","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.6","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.5","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.1","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","13.7","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","13.9","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.1","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","14.5","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 70 to 74 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222127","1.17.3.2","13.9","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","40.9","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","39.5","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","39.4","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","38.5","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","37.4","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","36.7","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","35.3","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","34.9","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","34.1","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","33.2","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","32.2","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","31.6","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","30.5","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","30.4","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","30.0","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","29.8","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","29.5","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","29.1","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","29.1","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","28.0","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","29.1","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","29.1","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","30.1","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222129","1.18.1.2","28.4","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","53.7","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","51.6","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","50.6","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","49.5","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","47.7","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","46.1","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","44.2","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","44.2","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","42.3","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","41.8","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","39.8","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","38.9","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","37.9","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","36.9","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","36.9","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","36.2","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","35.5","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","35.1","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","35.1","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","33.6","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","35.1","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","35.0","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","36.1","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222131","1.18.2.2","33.5","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","31.8","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","30.8","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","31.2","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","30.3","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","29.5","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","29.4","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","28.3","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","27.5","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","27.4","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","26.3","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","26.0","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","25.5","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","24.4","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","24.9","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","24.2","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","24.4","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","24.3","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","23.9","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","23.8","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","23.1","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","23.8","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","23.8","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","24.7","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 75 to 79 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222133","1.18.3.2","23.8","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","67.8","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","66.2","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","64.9","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","63.4","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","62.2","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","61.2","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","58.5","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","58.7","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","58.1","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","57.1","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","55.5","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","54.2","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","53.6","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","52.9","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","52.8","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","52.9","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","50.6","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","50.9","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","50.7","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","49.2","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","51.1","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","49.4","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","52.1","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222135","1.19.1.2","49.2","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","88.5","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","85.9","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","82.8","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","81.2","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","78.9","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","76.9","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","73.7","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","73.6","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","73.4","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","71.1","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","69.2","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","66.8","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","66.1","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","64.1","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","64.2","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","63.6","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","60.9","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","61.5","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","60.4","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","58.8","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","61.2","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","59.5","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","62.4","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222137","1.19.2.2","58.4","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","55.5","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","54.4","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","54.0","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","52.5","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","51.8","","","","1"
